,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2971,2018,2017-12-11 12:39:40.518,105000.0,United States,77005,Oracle,4,,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",No,4,Not Asked,2,Not Asked,5,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL",Projects,1
6859,2019,2019-01-02 11:13:19.751,103000.0,United States,03101,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,3,2,500-999,350,Bachelors (4 years),Yes,"Yes, but they expired",42,5 or more,20K-99K (large town),Private business,No,"Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments)","Meetings & management, Projects, R&D, Training/teaching",1
2920,2018,2017-12-11 09:35:34.718,120000.0,United States,479xx,Microsoft SQL Server,16,"Azure SQL DB, Amazon RDS (any flavor)",Full time employee,Developer: T-SQL,No,3,Not Asked,More than 5,Not Asked,35,Masters,Yes,"Yes, and they're currently valid",40,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)",,1
311,2017,2017-01-05 11:16:18.999,113300.0,United States,Not Asked,Microsoft SQL Server,20,Azure SQL DB,Full time employee,Architect,Yes,2,Not Asked,None,Not Asked,7,Bachelors (4 years),Yes,"Yes, but they expired",55,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
4644,2018,2017-12-20 08:53:23.418,90000.0,United States,68144,Microsoft SQL Server,10,PostgreSQL,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,4,Not Asked,1,Not Asked,24,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
661,2017,2017-01-05 12:17:58.000,225000.0,United States,Not Asked,Microsoft SQL Server,10,"Oracle, MySQL/MariaDB, Microsoft Access, SAP",Independent or freelancer or company owner,Data Scientist,Yes,5,Not Asked,3,Not Asked,3,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
1989,2017,2017-01-09 09:06:03.957,80000.0,United States,Not Asked,Microsoft SQL Server,12,"MySQL/MariaDB, PostgreSQL, MongoDB",Full time employee,DBA,No,5,Not Asked,None,Not Asked,10,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3665,2018,2017-12-13 12:40:31.467,145000.0,United States,22314,Microsoft SQL Server,10,Oracle,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,4,Not Asked,None,Not Asked,5,Masters,No,"No, I never have",50,2,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Architect, Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
306,2017,2017-01-05 11:16:05.215,102000.0,United States,Not Asked,Microsoft SQL Server,21,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,DBA,No,12,Not Asked,None,Not Asked,20,Bachelors (4 years),Yes,"Yes, but they expired",42,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
2335,2017,2017-01-09 12:42:26.562,80000.0,United States,Not Asked,Microsoft SQL Server,5,"MySQL/MariaDB, Microsoft Access",Full time employee,Other,No,5,Not Asked,None,Not Asked,8,Masters,Yes,"No, I never have",41,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
4790,2018,2017-12-20 10:11:32.641,75000.0,United States,68507,Microsoft SQL Server,18,"Oracle, MySQL/MariaDB, DB2",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,18,Not Asked,None,Not Asked,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL",Projects,1
2356,2017,2017-01-09 13:18:15.199,117500.0,United States,Not Asked,Microsoft SQL Server,28,"Microsoft Access, SQLite",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,20,Not Asked,None,Not Asked,1,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3702,2018,2017-12-13 22:33:07.709,95000.0,United States,805,Microsoft SQL Server,5,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,Not Asked,2,Not Asked,20,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
3804,2018,2017-12-15 11:40:56.583,125000.0,United States,51503,PostgreSQL,2,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Cassandra, Microsoft Access, Teradata, SAP, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,Architect,Yes,20,Not Asked,2,Not Asked,100,Masters,No,"Yes, but they expired",50,2,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching",1
1927,2017,2017-01-09 08:24:20.894,60000.0,United States,Not Asked,Microsoft SQL Server,1,"Oracle, PostgreSQL",Full time employee,DBA,No,1,Not Asked,2,Not Asked,30,Bachelors (4 years),No,"No, I never have",50,5 or more,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
6039,2019,2018-12-11 06:58:15.682,120000.0,United States,60440,Microsoft SQL Server,18,"Microsoft SQL Server, Amazon RDS (any flavor)",Full time employee,Engineer,No,16,5,4,100-249,150,Bachelors (4 years),Yes,"No, I never have",45,5 or more,1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
3427,2018,2017-12-12 14:33:22.846,87000.0,United States,44260,Microsoft SQL Server,7,MySQL/MariaDB,Full time employee,Developer: T-SQL,No,4,Not Asked,None,Not Asked,2,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
749,2017,2017-01-05 12:54:23.733,95000.0,United States,Not Asked,Microsoft SQL Server,8,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Btrieve",Full time employee,DBA,No,2,Not Asked,None,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
3638,2018,2017-12-13 10:19:27.669,115000.0,United States,,Microsoft SQL Server,17,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,17,Not Asked,None,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",55,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching",1
5013,2018,2017-12-20 12:29:07.901,90000.0,United States,50321,Oracle,10,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,13,Not Asked,None,Not Asked,7,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching",1
1266,2017,2017-01-06 05:07:47.686,101500.0,Jersey,Not Asked,Microsoft SQL Server,12,,Full time employee,Analyst,No,5,Not Asked,More than 5,Not Asked,5,Masters,No,"Yes, and they're currently valid",46,"None, or less than 1 day per week",Not Asked,Local government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
5229,2018,2017-12-21 03:51:38.460,75000.0,United Kingdom,,Microsoft SQL Server,12,,Full time employee,Manager,Yes,8,Not Asked,None,Not Asked,25,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)","Meetings & management, Projects, Training/teaching",1
6088,2019,2018-12-11 09:13:15.494,99600.0,United States,54703,Microsoft SQL Server,11,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,"Developer: App code (C#, JS, etc)",No,4,2 (I worked at another similar position elsewhere before this one),None,6-99,4,Associates (2 years),Yes,"Yes, and they're currently valid",42,2,20K-99K (large town),Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
3595,2018,2017-12-13 05:27:24.348,62100.0,Sweden,,Microsoft SQL Server,10,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,6,Not Asked,1,Not Asked,15,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,State/province government,"Yes, actively looking for something else",Change both employers and roles,Female,Developer: T-SQL,Build scripts & automation tools,1
2134,2017,2017-01-09 10:17:45.869,65000.0,United States,Not Asked,Microsoft SQL Server,7,,Full time employee,DBA,No,1,Not Asked,None,Not Asked,10,Masters,No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
4109,2018,2017-12-18 14:58:29.833,45500.0,United Kingdom,,Microsoft SQL Server,6,,Full time employee,Developer: T-SQL,No,5,Not Asked,2,Not Asked,30,Associates (2 years),Yes,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Projects",1
4969,2018,2017-12-20 11:53:11.866,62700.0,United States,14580,Microsoft SQL Server,3,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,2,Not Asked,75,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Non-profit,No,Prefer not to say,Male,,"Build scripts & automation tools, On-call as part of a rotation, Projects",1
4904,2018,2017-12-20 11:23:33.862,69092.0,Canada,N0B1E0,Microsoft SQL Server,15,"Microsoft SQL Server, MySQL/MariaDB, SQLite, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,Not Asked,None,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Non-profit,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","On-call 24/7/365, Projects",1
514,2017,2017-01-05 11:37:40.816,120000.0,United States,Not Asked,Microsoft SQL Server,14,Oracle,Full time employee,DBA,No,16,Not Asked,1,Not Asked,50,None (no degree completed),,"Yes, but they expired",40,4,Not Asked,Local government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
6158,2019,2018-12-11 10:36:42.243,88050.0,United States,78216,Microsoft SQL Server,12,"Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Microsoft Access, Teradata",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,1 (this is the only company where I've had this kind of position),3,1000 or more,450,None (no degree completed),,"No, I never have",50,"None, or less than 1 day per week",1M+ (metropolis),Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, Developer: T-SQL","Meetings & management, On-call as part of a rotation, Projects",1
